reason_code,transaction,delivery,label
item_not_received,"{""transaction_id"": ""TXN0000231652"", ""amount"": 287.0, ""merchant_category"": ""Grocery"", ""sender_bank"": ""SBI"", ""receiver_bank"": ""SBI"", ""fraud_flag"": 0, ""timestamp"": ""2024-07-23 13:11:00""}","{""delivery_partner"": ""xpressbees"", ""delivery_status"": ""delayed"", ""delayed"": ""yes"", ""delivery_rating"": 3.0, ""region"": ""west""}",1
item_not_received,"{""transaction_id"": ""TXN0000002520"", ""amount"": 256.0, ""merchant_category"": ""Other"", ""sender_bank"": ""Kotak"", ""receiver_bank"": ""Yes Bank"", ""fraud_flag"": 0, ""timestamp"": ""2024-10-15 18:18:13""}","{""delivery_partner"": ""delhivery"", ""delivery_status"": ""delivered"", ""delayed"": ""no"", ""delivery_rating"": 5.0, ""region"": ""south""}",0
item_not_received,"{""transaction_id"": ""TXN0000166374"", ""amount"": 68.0, ""merchant_category"": ""Grocery"", ""sender_bank"": ""HDFC"", ""receiver_bank"": ""SBI"", ""fraud_flag"": 0, ""timestamp"": ""2024-05-02 10:03:24""}","{""delivery_partner"": ""ekart"", ""delivery_status"": ""delivered"", ""delayed"": ""no"", ""delivery_rating"": 3.0, ""region"": ""north""}",0
item_not_received,"{""transaction_id"": ""TXN0000085040"", ""amount"": 3294.0, ""merchant_category"": ""Shopping"", ""sender_bank"": ""Axis"", ""receiver_bank"": ""SBI"", ""fraud_flag"": 0, ""timestamp"": ""2024-10-09 10:49:08""}","{""delivery_partner"": ""delhivery"", ""delivery_status"": ""delayed"", ""delayed"": ""yes"", ""delivery_rating"": 2.0, ""region"": ""north""}",1
item_not_received,"{""transaction_id"": ""TXN0000040246"", ""amount"": 331.0, ""merchant_category"": ""Food"", ""sender_bank"": ""ICICI"", ""receiver_bank"": ""SBI"", ""fraud_flag"": 0, ""timestamp"": ""2024-02-14 17:14:13""}","{""delivery_partner"": ""blue dart"", ""delivery_status"": ""delivered"", ""delayed"": ""no"", ""delivery_rating"": 5.0, ""region"": ""west""}",0
item_not_received,"{""transaction_id"": ""TXN0000141261"", ""amount"": 3579.0, ""merchant_category"": ""Utilities"", ""sender_bank"": ""HDFC"", ""receiver_bank"": ""Kotak"", ""fraud_flag"": 0, ""timestamp"": ""2024-03-13 10:27:59""}","{""delivery_partner"": ""dhl"", ""delivery_status"": ""delayed"", ""delayed"": ""yes"", ""delivery_rating"": 2.0, ""region"": ""north""}",1
item_not_received,"{""transaction_id"": ""TXN0000237213"", ""amount"": 928.0, ""merchant_category"": ""Fuel"", ""sender_bank"": ""Kotak"", ""receiver_bank"": ""HDFC"", ""fraud_flag"": 0, ""timestamp"": ""2024-03-11 22:50:36""}","{""delivery_partner"": ""fedex"", ""delivery_status"": ""delivered"", ""delayed"": ""no"", ""delivery_rating"": 4.0, ""region"": ""north""}",0
item_not_received,"{""transaction_id"": ""TXN0000180911"", ""amount"": 3636.0, ""merchant_category"": ""Shopping"", ""sender_bank"": ""SBI"", ""receiver_bank"": ""HDFC"", ""fraud_flag"": 0, ""timestamp"": ""2024-04-14 13:05:37""}","{""delivery_partner"": ""ekart"", ""delivery_status"": ""failed"", ""delayed"": ""yes"", ""delivery_rating"": 1.0, ""region"": ""west""}",1
item_not_received,"{""transaction_id"": ""TXN0000049041"", ""amount"": 429.0, ""merchant_category"": ""Transport"", ""sender_bank"": ""ICICI"", ""receiver_bank"": ""Kotak"", ""fraud_flag"": 0, ""timestamp"": ""2024-09-09 10:42:14""}","{""delivery_partner"": ""fedex"", ""delivery_status"": ""delayed"", ""delayed"": ""yes"", ""delivery_rating"": 3.0, ""region"": ""west""}",1
item_not_received,"{""transaction_id"": ""TXN0000030822"", ""amount"": 2244.0, ""merchant_category"": ""Fuel"", ""sender_bank"": ""Yes Bank"", ""receiver_bank"": ""ICICI"", ""fraud_flag"": 0, ""timestamp"": ""2024-05-13 03:15:21""}","{""delivery_partner"": ""ekart"", ""delivery_status"": ""delivered"", ""delayed"": ""no"", ""delivery_rating"": 3.0, ""region"": ""east""}",0
item_not_received,"{""transaction_id"": ""TXN0000247140"", ""amount"": 869.0, ""merchant_category"": ""Shopping"", ""sender_bank"": ""SBI"", ""receiver_bank"": ""HDFC"", ""fraud_flag"": 0, ""timestamp"": ""2024-12-28 19:34:42""}","{""delivery_partner"": ""amazon logistics"", ""delivery_status"": ""delivered"", ""delayed"": ""no"", ""delivery_rating"": 5.0, ""region"": ""south""}",0
item_not_received,"{""transaction_id"": ""TXN0000142318"", ""amount"": 284.0, ""merchant_category"": ""Entertainment"", ""sender_bank"": ""SBI"", ""receiver_bank"": ""SBI"", ""fraud_flag"": 0, ""timestamp"": ""2024-10-12 12:39:59""}","{""delivery_partner"": ""dhl"", ""delivery_status"": ""delivered"", ""delayed"": ""no"", ""delivery_rating"": 5.0, ""region"": ""east""}",1
item_not_received,"{""transaction_id"": ""TXN0000027135"", ""amount"": 9300.0, ""merchant_category"": ""Shopping"", ""sender_bank"": ""SBI"", ""receiver_bank"": ""HDFC"", ""fraud_flag"": 0, ""timestamp"": ""2024-12-15 13:17:09""}","{""delivery_partner"": ""ekart"", ""delivery_status"": ""delivered"", ""delayed"": ""no"", ""delivery_rating"": 4.0, ""region"": ""west""}",0
item_not_received,"{""transaction_id"": ""TXN0000114247"", ""amount"": 339.0, ""merchant_category"": ""Other"", ""sender_bank"": ""ICICI"", ""receiver_bank"": ""Axis"", ""fraud_flag"": 0, ""timestamp"": ""2024-03-13 07:44:17""}","{""delivery_partner"": ""delhivery"", ""delivery_status"": ""delivered"", ""delayed"": ""no"", ""delivery_rating"": 5.0, ""region"": ""east""}",0
item_not_received,"{""transaction_id"": ""TXN0000039743"", ""amount"": 184.0, ""merchant_category"": ""Food"", ""sender_bank"": ""SBI"", ""receiver_bank"": ""SBI"", ""fraud_flag"": 0, ""timestamp"": ""2024-07-22 18:01:28""}","{""delivery_partner"": ""ekart"", ""delivery_status"": ""delivered"", ""delayed"": ""no"", ""delivery_rating"": 5.0, ""region"": ""central""}",0
item_not_received,"{""transaction_id"": ""TXN0000249992"", ""amount"": 989.0, ""merchant_category"": ""Grocery"", ""sender_bank"": ""ICICI"", ""receiver_bank"": ""HDFC"", ""fraud_flag"": 0, ""timestamp"": ""2024-11-22 16:46:02""}","{""delivery_partner"": ""dhl"", ""delivery_status"": ""delivered"", ""delayed"": ""no"", ""delivery_rating"": 4.0, ""region"": ""north""}",1
item_not_received,"{""transaction_id"": ""TXN0000139908"", ""amount"": 487.0, ""merchant_category"": ""Fuel"", ""sender_bank"": ""Axis"", ""receiver_bank"": ""IndusInd"", ""fraud_flag"": 0, ""timestamp"": ""2024-07-21 03:25:27""}","{""delivery_partner"": ""ecom express"", ""delivery_status"": ""delivered"", ""delayed"": ""no"", ""delivery_rating"": 4.0, ""region"": ""north""}",0
item_not_received,"{""transaction_id"": ""TXN0000027870"", ""amount"": 4420.0, ""merchant_category"": ""Shopping"", ""sender_bank"": ""PNB"", ""receiver_bank"": ""PNB"", ""fraud_flag"": 0, ""timestamp"": ""2024-02-15 13:41:19""}","{""delivery_partner"": ""dhl"", ""delivery_status"": ""delivered"", ""delayed"": ""no"", ""delivery_rating"": 3.0, ""region"": ""west""}",0
item_not_received,"{""transaction_id"": ""TXN0000210223"", ""amount"": 457.0, ""merchant_category"": ""Other"", ""sender_bank"": ""ICICI"", ""receiver_bank"": ""IndusInd"", ""fraud_flag"": 0, ""timestamp"": ""2024-11-20 19:25:35""}","{""delivery_partner"": ""dhl"", ""delivery_status"": ""delivered"", ""delayed"": ""no"", ""delivery_rating"": 4.0, ""region"": ""north""}",1
item_not_received,"{""transaction_id"": ""TXN0000181973"", ""amount"": 1001.0, ""merchant_category"": ""Other"", ""sender_bank"": ""SBI"", ""receiver_bank"": ""SBI"", ""fraud_flag"": 0, ""timestamp"": ""2024-10-19 18:49:58""}","{""delivery_partner"": ""fedex"", ""delivery_status"": ""delivered"", ""delayed"": ""no"", ""delivery_rating"": 5.0, ""region"": ""central""}",0
item_not_received,"{""transaction_id"": ""TXN0000219054"", ""amount"": 149.0, ""merchant_category"": ""Food"", ""sender_bank"": ""PNB"", ""receiver_bank"": ""PNB"", ""fraud_flag"": 0, ""timestamp"": ""2024-07-27 12:02:39""}","{""delivery_partner"": ""ekart"", ""delivery_status"": ""delayed"", ""delayed"": ""yes"", ""delivery_rating"": 2.0, ""region"": ""central""}",1
item_not_received,"{""transaction_id"": ""TXN0000127626"", ""amount"": 411.0, ""merchant_category"": ""Grocery"", ""sender_bank"": ""ICICI"", ""receiver_bank"": ""Axis"", ""fraud_flag"": 0, ""timestamp"": ""2024-07-13 12:20:37""}","{""delivery_partner"": ""shadowfax"", ""delivery_status"": ""delayed"", ""delayed"": ""yes"", ""delivery_rating"": 2.0, ""region"": ""north""}",1
item_not_received,"{""transaction_id"": ""TXN0000090454"", ""amount"": 217.0, ""merchant_category"": ""Grocery"", ""sender_bank"": ""SBI"", ""receiver_bank"": ""PNB"", ""fraud_flag"": 0, ""timestamp"": ""2024-08-15 11:04:51""}","{""delivery_partner"": ""dhl"", ""delivery_status"": ""delivered"", ""delayed"": ""no"", ""delivery_rating"": 3.0, ""region"": ""north""}",0
item_not_received,"{""transaction_id"": ""TXN0000157900"", ""amount"": 536.0, ""merchant_category"": ""Other"", ""sender_bank"": ""Yes Bank"", ""receiver_bank"": ""ICICI"", ""fraud_flag"": 0, ""timestamp"": ""2024-08-12 16:59:53""}","{""delivery_partner"": ""ekart"", ""delivery_status"": ""failed"", ""delayed"": ""yes"", ""delivery_rating"": 1.0, ""region"": ""east""}",1
item_not_received,"{""transaction_id"": ""TXN0000025682"", ""amount"": 821.0, ""merchant_category"": ""Grocery"", ""sender_bank"": ""SBI"", ""receiver_bank"": ""SBI"", ""fraud_flag"": 0, ""timestamp"": ""2024-06-08 21:13:25""}","{""delivery_partner"": ""ecom express"", ""delivery_status"": ""delayed"", ""delayed"": ""yes"", ""delivery_rating"": 3.0, ""region"": ""central""}",1
item_not_received,"{""transaction_id"": ""TXN0000223159"", ""amount"": 1864.0, ""merchant_category"": ""Shopping"", ""sender_bank"": ""Kotak"", ""receiver_bank"": ""SBI"", ""fraud_flag"": 0, ""timestamp"": ""2024-06-30 10:43:03""}","{""delivery_partner"": ""fedex"", ""delivery_status"": ""delivered"", ""delayed"": ""no"", ""delivery_rating"": 4.0, ""region"": ""east""}",0
item_not_received,"{""transaction_id"": ""TXN0000196575"", ""amount"": 325.0, ""merchant_category"": ""Food"", ""sender_bank"": ""HDFC"", ""receiver_bank"": ""SBI"", ""fraud_flag"": 0, ""timestamp"": ""2024-01-13 12:36:27""}","{""delivery_partner"": ""ecom express"", ""delivery_status"": ""delivered"", ""delayed"": ""no"", ""delivery_rating"": 3.0, ""region"": ""central""}",0
item_not_received,"{""transaction_id"": ""TXN0000180702"", ""amount"": 912.0, ""merchant_category"": ""Education"", ""sender_bank"": ""SBI"", ""receiver_bank"": ""HDFC"", ""fraud_flag"": 0, ""timestamp"": ""2024-05-04 09:07:32""}","{""delivery_partner"": ""blue dart"", ""delivery_status"": ""delayed"", ""delayed"": ""yes"", ""delivery_rating"": 2.0, ""region"": ""east""}",1
item_not_received,"{""transaction_id"": ""TXN0000104556"", ""amount"": 145.0, ""merchant_category"": ""Food"", ""sender_bank"": ""SBI"", ""receiver_bank"": ""HDFC"", ""fraud_flag"": 0, ""timestamp"": ""2024-03-06 17:19:16""}","{""delivery_partner"": ""xpressbees"", ""delivery_status"": ""delivered"", ""delayed"": ""no"", ""delivery_rating"": 5.0, ""region"": ""north""}",1
item_not_received,"{""transaction_id"": ""TXN0000220886"", ""amount"": 255.0, ""merchant_category"": ""Entertainment"", ""sender_bank"": ""Axis"", ""receiver_bank"": ""HDFC"", ""fraud_flag"": 0, ""timestamp"": ""2024-07-22 13:23:41""}","{""delivery_partner"": ""delhivery"", ""delivery_status"": ""failed"", ""delayed"": ""yes"", ""delivery_rating"": 1.0, ""region"": ""east""}",1
item_not_received,"{""transaction_id"": ""TXN0000103738"", ""amount"": 218.0, ""merchant_category"": ""Healthcare"", ""sender_bank"": ""IndusInd"", ""receiver_bank"": ""ICICI"", ""fraud_flag"": 0, ""timestamp"": ""2024-12-26 18:59:11""}","{""delivery_partner"": ""delhivery"", ""delivery_status"": ""delivered"", ""delayed"": ""no"", ""delivery_rating"": 4.0, ""region"": ""east""}",0
item_not_received,"{""transaction_id"": ""TXN0000229465"", ""amount"": 190.0, ""merchant_category"": ""Other"", ""sender_bank"": ""Axis"", ""receiver_bank"": ""Axis"", ""fraud_flag"": 0, ""timestamp"": ""2024-04-05 04:08:24""}","{""delivery_partner"": ""fedex"", ""delivery_status"": ""delayed"", ""delayed"": ""yes"", ""delivery_rating"": 2.0, ""region"": ""south""}",1
item_not_received,"{""transaction_id"": ""TXN0000142476"", ""amount"": 462.0, ""merchant_category"": ""Shopping"", ""sender_bank"": ""SBI"", ""receiver_bank"": ""HDFC"", ""fraud_flag"": 0, ""timestamp"": ""2024-02-22 07:02:16""}","{""delivery_partner"": ""fedex"", ""delivery_status"": ""delivered"", ""delayed"": ""no"", ""delivery_rating"": 3.0, ""region"": ""east""}",0
item_not_received,"{""transaction_id"": ""TXN0000054275"", ""amount"": 1184.0, ""merchant_category"": ""Other"", ""sender_bank"": ""ICICI"", ""receiver_bank"": ""Yes Bank"", ""fraud_flag"": 0, ""timestamp"": ""2024-03-30 15:17:52""}","{""delivery_partner"": ""blue dart"", ""delivery_status"": ""failed"", ""delayed"": ""yes"", ""delivery_rating"": 2.0, ""region"": ""west""}",1
item_not_received,"{""transaction_id"": ""TXN0000194386"", ""amount"": 562.0, ""merchant_category"": ""Entertainment"", ""sender_bank"": ""Axis"", ""receiver_bank"": ""SBI"", ""fraud_flag"": 0, ""timestamp"": ""2024-10-22 09:47:49""}","{""delivery_partner"": ""ekart"", ""delivery_status"": ""delivered"", ""delayed"": ""no"", ""delivery_rating"": 5.0, ""region"": ""north""}",0
item_not_received,"{""transaction_id"": ""TXN0000043093"", ""amount"": 267.0, ""merchant_category"": ""Shopping"", ""sender_bank"": ""ICICI"", ""receiver_bank"": ""SBI"", ""fraud_flag"": 0, ""timestamp"": ""2024-04-14 20:40:51""}","{""delivery_partner"": ""xpressbees"", ""delivery_status"": ""delayed"", ""delayed"": ""yes"", ""delivery_rating"": 2.0, ""region"": ""east""}",1
item_not_received,"{""transaction_id"": ""TXN0000246610"", ""amount"": 1119.0, ""merchant_category"": ""Food"", ""sender_bank"": ""ICICI"", ""receiver_bank"": ""HDFC"", ""fraud_flag"": 0, ""timestamp"": ""2024-03-10 08:18:00""}","{""delivery_partner"": ""ecom express"", ""delivery_status"": ""failed"", ""delayed"": ""yes"", ""delivery_rating"": 2.0, ""region"": ""south""}",1
item_not_received,"{""transaction_id"": ""TXN0000166196"", ""amount"": 684.0, ""merchant_category"": ""Healthcare"", ""sender_bank"": ""SBI"", ""receiver_bank"": ""Yes Bank"", ""fraud_flag"": 0, ""timestamp"": ""2024-01-21 14:47:33""}","{""delivery_partner"": ""xpressbees"", ""delivery_status"": ""delivered"", ""delayed"": ""no"", ""delivery_rating"": 4.0, ""region"": ""west""}",1
item_not_received,"{""transaction_id"": ""TXN0000150174"", ""amount"": 9616.0, ""merchant_category"": ""Education"", ""sender_bank"": ""SBI"", ""receiver_bank"": ""SBI"", ""fraud_flag"": 0, ""timestamp"": ""2024-03-11 22:17:23""}","{""delivery_partner"": ""ecom express"", ""delivery_status"": ""delivered"", ""delayed"": ""no"", ""delivery_rating"": 5.0, ""region"": ""west""}",0
item_not_received,"{""transaction_id"": ""TXN0000208266"", ""amount"": 1037.0, ""merchant_category"": ""Food"", ""sender_bank"": ""HDFC"", ""receiver_bank"": ""IndusInd"", ""fraud_flag"": 0, ""timestamp"": ""2024-08-30 14:55:14""}","{""delivery_partner"": ""fedex"", ""delivery_status"": ""delivered"", ""delayed"": ""no"", ""delivery_rating"": 4.0, ""region"": ""west""}",0
not_as_described,"{""transaction_id"": ""TXN0000045018"", ""amount"": 851.0, ""merchant_category"": ""Grocery"", ""sender_bank"": ""HDFC"", ""receiver_bank"": ""ICICI"", ""fraud_flag"": 0, ""timestamp"": ""2024-08-24 12:15:38""}","{""delivery_partner"": ""dhl"", ""delivery_status"": ""delivered"", ""delayed"": ""no"", ""delivery_rating"": 5.0, ""region"": ""north""}",1
not_as_described,"{""transaction_id"": ""TXN0000134011"", ""amount"": 3467.0, ""merchant_category"": ""Fuel"", ""sender_bank"": ""SBI"", ""receiver_bank"": ""HDFC"", ""fraud_flag"": 0, ""timestamp"": ""2024-09-11 12:49:54""}","{""delivery_partner"": ""fedex"", ""delivery_status"": ""delivered"", ""delayed"": ""no"", ""delivery_rating"": 5.0, ""region"": ""south""}",1
not_as_described,"{""transaction_id"": ""TXN0000171210"", ""amount"": 95.0, ""merchant_category"": ""Entertainment"", ""sender_bank"": ""PNB"", ""receiver_bank"": ""SBI"", ""fraud_flag"": 0, ""timestamp"": ""2024-04-10 13:05:29""}","{""delivery_partner"": ""shadowfax"", ""delivery_status"": ""delayed"", ""delayed"": ""yes"", ""delivery_rating"": 2.0, ""region"": ""north""}",1
not_as_described,"{""transaction_id"": ""TXN0000001247"", ""amount"": 210.0, ""merchant_category"": ""Transport"", ""sender_bank"": ""SBI"", ""receiver_bank"": ""Kotak"", ""fraud_flag"": 0, ""timestamp"": ""2024-11-03 22:07:50""}","{""delivery_partner"": ""blue dart"", ""delivery_status"": ""delivered"", ""delayed"": ""no"", ""delivery_rating"": 5.0, ""region"": ""east""}",1
not_as_described,"{""transaction_id"": ""TXN0000197108"", ""amount"": 1094.0, ""merchant_category"": ""Food"", ""sender_bank"": ""HDFC"", ""receiver_bank"": ""Axis"", ""fraud_flag"": 0, ""timestamp"": ""2024-02-05 19:08:59""}","{""delivery_partner"": ""amazon logistics"", ""delivery_status"": ""delivered"", ""delayed"": ""no"", ""delivery_rating"": 5.0, ""region"": ""east""}",0
not_as_described,"{""transaction_id"": ""TXN0000199747"", ""amount"": 203.0, ""merchant_category"": ""Other"", ""sender_bank"": ""SBI"", ""receiver_bank"": ""Axis"", ""fraud_flag"": 0, ""timestamp"": ""2024-11-23 12:35:40""}","{""delivery_partner"": ""dhl"", ""delivery_status"": ""delivered"", ""delayed"": ""no"", ""delivery_rating"": 4.0, ""region"": ""north""}",1
not_as_described,"{""transaction_id"": ""TXN0000199742"", ""amount"": 534.0, ""merchant_category"": ""Entertainment"", ""sender_bank"": ""Kotak"", ""receiver_bank"": ""Axis"", ""fraud_flag"": 0, ""timestamp"": ""2024-04-05 17:12:17""}","{""delivery_partner"": ""dhl"", ""delivery_status"": ""delivered"", ""delayed"": ""no"", ""delivery_rating"": 4.0, ""region"": ""north""}",0
not_as_described,"{""transaction_id"": ""TXN0000059941"", ""amount"": 188.0, ""merchant_category"": ""Food"", ""sender_bank"": ""IndusInd"", ""receiver_bank"": ""HDFC"", ""fraud_flag"": 0, ""timestamp"": ""2024-10-09 20:31:01""}","{""delivery_partner"": ""fedex"", ""delivery_status"": ""failed"", ""delayed"": ""yes"", ""delivery_rating"": 2.0, ""region"": ""north""}",0
not_as_described,"{""transaction_id"": ""TXN0000212333"", ""amount"": 1440.0, ""merchant_category"": ""Grocery"", ""sender_bank"": ""ICICI"", ""receiver_bank"": ""Yes Bank"", ""fraud_flag"": 0, ""timestamp"": ""2024-09-05 14:35:55""}","{""delivery_partner"": ""delhivery"", ""delivery_status"": ""delayed"", ""delayed"": ""yes"", ""delivery_rating"": 2.0, ""region"": ""central""}",0
not_as_described,"{""transaction_id"": ""TXN0000235431"", ""amount"": 4148.0, ""merchant_category"": ""Education"", ""sender_bank"": ""Kotak"", ""receiver_bank"": ""SBI"", ""fraud_flag"": 0, ""timestamp"": ""2024-09-27 18:33:54""}","{""delivery_partner"": ""dhl"", ""delivery_status"": ""delayed"", ""delayed"": ""yes"", ""delivery_rating"": 3.0, ""region"": ""north""}",1
not_as_described,"{""transaction_id"": ""TXN0000007546"", ""amount"": 1007.0, ""merchant_category"": ""Shopping"", ""sender_bank"": ""SBI"", ""receiver_bank"": ""Yes Bank"", ""fraud_flag"": 0, ""timestamp"": ""2024-04-10 10:46:37""}","{""delivery_partner"": ""fedex"", ""delivery_status"": ""delivered"", ""delayed"": ""no"", ""delivery_rating"": 4.0, ""region"": ""east""}",1
not_as_described,"{""transaction_id"": ""TXN0000121261"", ""amount"": 475.0, ""merchant_category"": ""Food"", ""sender_bank"": ""SBI"", ""receiver_bank"": ""IndusInd"", ""fraud_flag"": 0, ""timestamp"": ""2024-12-26 18:18:56""}","{""delivery_partner"": ""ekart"", ""delivery_status"": ""delivered"", ""delayed"": ""no"", ""delivery_rating"": 5.0, ""region"": ""east""}",0
not_as_described,"{""transaction_id"": ""TXN0000095255"", ""amount"": 340.0, ""merchant_category"": ""Grocery"", ""sender_bank"": ""HDFC"", ""receiver_bank"": ""HDFC"", ""fraud_flag"": 0, ""timestamp"": ""2024-03-08 06:40:41""}","{""delivery_partner"": ""dhl"", ""delivery_status"": ""delivered"", ""delayed"": ""no"", ""delivery_rating"": 5.0, ""region"": ""central""}",0
not_as_described,"{""transaction_id"": ""TXN0000033518"", ""amount"": 4206.0, ""merchant_category"": ""Shopping"", ""sender_bank"": ""Axis"", ""receiver_bank"": ""HDFC"", ""fraud_flag"": 0, ""timestamp"": ""2024-02-25 08:14:22""}","{""delivery_partner"": ""ekart"", ""delivery_status"": ""delivered"", ""delayed"": ""no"", ""delivery_rating"": 3.0, ""region"": ""south""}",1
not_as_described,"{""transaction_id"": ""TXN0000026986"", ""amount"": 254.0, ""merchant_category"": ""Other"", ""sender_bank"": ""HDFC"", ""receiver_bank"": ""Yes Bank"", ""fraud_flag"": 0, ""timestamp"": ""2024-07-17 09:29:06""}","{""delivery_partner"": ""dhl"", ""delivery_status"": ""failed"", ""delayed"": ""yes"", ""delivery_rating"": 2.0, ""region"": ""west""}",0
not_as_described,"{""transaction_id"": ""TXN0000050424"", ""amount"": 3341.0, ""merchant_category"": ""Grocery"", ""sender_bank"": ""IndusInd"", ""receiver_bank"": ""HDFC"", ""fraud_flag"": 0, ""timestamp"": ""2024-05-11 20:18:07""}","{""delivery_partner"": ""shadowfax"", ""delivery_status"": ""delayed"", ""delayed"": ""yes"", ""delivery_rating"": 2.0, ""region"": ""central""}",1
not_as_described,"{""transaction_id"": ""TXN0000216283"", ""amount"": 4459.0, ""merchant_category"": ""Shopping"", ""sender_bank"": ""Yes Bank"", ""receiver_bank"": ""SBI"", ""fraud_flag"": 0, ""timestamp"": ""2024-08-07 17:33:50""}","{""delivery_partner"": ""delhivery"", ""delivery_status"": ""failed"", ""delayed"": ""yes"", ""delivery_rating"": 1.0, ""region"": ""central""}",1
not_as_described,"{""transaction_id"": ""TXN0000207658"", ""amount"": 141.0, ""merchant_category"": ""Grocery"", ""sender_bank"": ""Axis"", ""receiver_bank"": ""ICICI"", ""fraud_flag"": 0, ""timestamp"": ""2024-06-08 20:27:43""}","{""delivery_partner"": ""xpressbees"", ""delivery_status"": ""delivered"", ""delayed"": ""no"", ""delivery_rating"": 4.0, ""region"": ""west""}",1
not_as_described,"{""transaction_id"": ""TXN0000083588"", ""amount"": 358.0, ""merchant_category"": ""Utilities"", ""sender_bank"": ""SBI"", ""receiver_bank"": ""SBI"", ""fraud_flag"": 0, ""timestamp"": ""2024-03-23 12:36:55""}","{""delivery_partner"": ""delhivery"", ""delivery_status"": ""delayed"", ""delayed"": ""yes"", ""delivery_rating"": 3.0, ""region"": ""central""}",0
